id,rank,name,ticker,price,price_1h,price_24h,price_7d,price_30d,price_90d,marketcap,dominance,diluted_cap,volume24h,volume24_dollar,volume24_token,volume24_mrkt_pct,circulating,circulating_w_missing,max_supply,pairs,tags,platform,date_added,age,update_date,update_time
12220,223,Osmosis,OSMO,1.03,0.71,0.04,15.3,28.36,-73.99,291525645,0,1032079360,32.56,13658885,13261053,0.047,282464369,325000000,1000000000,40,['cosmos-ecosystem'],,30/9/2021,11,2/8/2022,16:57:00
20314,225,Terra,LUNA,2.27,2.87,-2.92,36.51,7.79,-88.05,289238660,0,2278646932,-57.75,258146270,113720824,0.893,127475474,1004262701,0,63,[],,26/5/2022,3,2/8/2022,16:57:00
2943,226,Rocket Pool,RPL,25.31,3.11,1.27,55.34,132.6,-19.02,260210674,0,453671835,29.5,4499936,177793,0.017,10279742,17922515,0,21,['defi'],Ethereum,17/7/2018,49,2/8/2022,16:57:00
9891,227,BinaryX,BNX,127.74,0.46,-2.95,6.3,9.97,12.84,258405477,0,2682545621,-22.44,9331620,73052,0.036,2022898,2485629,21000000,59,"['mvb', 'bnb-chain']",BNB,18/5/2021,15,2/8/2022,16:57:00
3918,228,Safe,SAFE,11.89,-0.28,0.64,8.35,-12.3,-67.53,247828010,0,352077431,262.8,202760,17053,0.001,20835499,29600000,0,4,"['medium-of-exchange', 'masternodes']",,17/5/2019,39,2/8/2022,16:57:00
14519,229,VVS Finance,VVS,8.24E-06,1.34,8.36,32.58,39.08,-49.14,180837075,0,824280479,64.73,2525676,3.0641E+11,0.014,2.19388E+13,4.62872E+13,1E+14,23,"['defi', 'dex']",Cronos,15/11/2021,9,2/8/2022,16:57:00
9566,230,Liquity USD,LUSD,1.03,-0.3,-0.23,-0.17,0.82,2.48,178262292,0,178262292,25.35,1489461,1446079,0.008,173818667,173818667,0,38,"['defi', 'stablecoin', 'usd-stablecoin']",Ethereum,4/5/2021,15,2/8/2022,16:57:00
12885,231,Astar,ASTR,0.047004106,1.3,-2.29,16.52,9.06,-70.67,174696727,0,329028741,-37.91,9822418,208969362,0.056,3716626951,7000000000,0,33,"['polkadot-ecosystem', 'okex-blockdream-ventures-portfolio']",,19/10/2021,10,2/8/2022,16:57:00
17081,232,LooksRare,LOOKS,0.367192605,2.89,-2.58,10.68,32.66,-77.3,172411268,0,367192605,5.99,13121304,35734118,0.076,469539052,622247000,1000000000,65,['collectibles-nfts'],Ethereum,10/1/2022,7,2/8/2022,16:57:00
4779,233,HUSD,HUSD,1,0.19,0.47,0.17,0.2,0.2,161201649,0,161201649,19.36,7284536,7284536,0.045,160779845,160779845,0,102,"['pow', 'medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin']",Ethereum,15/10/2019,34,2/8/2022,16:57:00
3600,234,Humanscape,HUM,0.187870013,1.23,-2.82,9.47,8.46,-36.64,156196937,0,203789043,113.87,23579032,125507161,0.151,831409623,1084734273,0,5,[],Ethereum,8/11/2018,45,2/8/2022,16:57:00
10407,236,Baby Doge Coin,BabyDoge,1.30E-09,1.31,0.05,12.14,-13.24,-32.14,153618266,0,560488258,-6.74,3473426,2.67187E+15,0.023,1.15113E+17,2.31942E+17,4.2E+17,59,"['memes', 'doggone-doggerel', 'bnb-chain']",BNB,11/6/2021,14,2/8/2022,16:57:00
2273,235,Uquid Coin,UQC,15.43,1.28,3.46,83.18,173.52,126.65,154325717,0,617302866,10.85,6478017,419833,0.042,10000000,40000000,0,34,"['asset-management', 'commodities', 'marketplace', 'defi', 'e-commerce', 'payments', 'token', 'defi-2']",Ethereum,13/12/2017,56,2/8/2022,16:57:00
9640,237,MetisDAO,METIS,33.71,3.64,-0.09,27.32,76.74,-28.52,147734951,0,337101793,16.05,14380934,426607,0.097,4382503,5410001,10000000,80,"['scaling', 'rollups', 'okex-blockdream-ventures-portfolio']",Ethereum,8/5/2021,15,2/8/2022,16:57:00
3795,238,ZEON,ZEON,0.004680448,-0.01,12.61,133.61,93.38,270.57,142889865,0,234022373,47.35,232998,49781137,0.002,30529103436,50000000000,0,4,[],Ethereum,15/3/2019,41,2/8/2022,16:57:00
11877,239,Project Galaxy,GAL,3.8,4.41,2.25,38.95,39.29,-74.31,133686398,0,760417123,-36.96,106769452,28097224,0.799,35161333,200000000,200000000,72,"['mvb', 'spartan-group']",Ethereum,14/9/2021,11,2/8/2022,16:57:00
291,240,MaidSafeCoin,MAID,0.292794959,1.52,0.66,-6.02,58.86,-1.06,132505065,0,132505065,-86.27,879,3002,0,452552412,452552412,0,4,"['platform', 'distributed-computing', 'filesharing', 'omni', 'storage']",,28/4/2014,100,2/8/2022,16:57:00
11346,241,RadioCaca,RACA,0.000403956,1.6,-0.06,8.53,7.55,-61.48,131740020,0,201977965,-21.09,10697229,26481180248,0.081,3.26125E+11,4.31418E+11,5E+11,122,"['collectibles-nfts', 'gaming', 'metaverse', 'play-to-earn', 'mvb', 'bnb-chain']",Ethereum,20/8/2021,12,2/8/2022,16:57:00
2989,242,STASIS EURO,EURS,1.02,-0.02,-0.75,0.63,-1.89,-3.26,126353224,0,126353224,35.43,24191264,23716925,0.191,124125940,124125940,0,26,"['marketplace', 'stablecoin', 'asset-backed-stablecoin', 'wallet', 'eur-stablecoin']",Ethereum,30/7/2018,49,2/8/2022,16:57:00
5234,243,Metaverse Dualchain Network Architecture,DNA,0.006231976,-38.41,11108.39,11334.29,9876.93,3740.25,125534778,0,623197564,0,289,46374,0,20143656744,1E+11,0,10,[],,15/2/2020,30,2/8/2022,16:57:00
11498,244,Chainbing,CBG,3.72,-0.7,3.87,-6.16,-5.85,-45.06,122792952,0,37209985465,13.42,878565,236173,0.007,33000000,10000000000,10000000000,4,[],Ethereum,30/8/2021,12,2/8/2022,16:57:00
2982,245,MVL,MVL,0.005330465,-0.16,-14.79,19.5,13.71,-41.34,113821202,0,148202702,-78.37,46184587,8664269653,0.406,21352958863,27802958863,0,10,"['ethereum-ecosystem', 'binance-chain']",Ethereum,27/7/2018,49,2/8/2022,16:57:00
7505,246,Everscale,EVER,0.092168036,-0.06,1.07,2.62,7.67,-72.66,114000545,0,184336071,61.17,12122288,131523775,0.106,1236877230,2049945261,2000000000,24,['everscale-ecosystem'],,26/10/2020,22,2/8/2022,16:57:00
6651,247,USDX [Kava],USDX,0.965795506,-0.14,-0.68,-0.44,0.37,-0.4,113688507,0,103848807,-15.36,269703,279255,0.002,117714885,107526703,0,13,"['stablecoin', 'algorithmic-stablecoin', 'usd-stablecoin']",,20/8/2020,24,2/8/2022,16:57:00
20701,248,Wrapped Everscale,WEVER,0.091783946,-0.54,0.78,2.49,7.93,-16.09,113525473,0,189034045,296.96,1205213,13130978,0.011,1236877230,2059554561,0,9,['everscale-ecosystem'],Everscale,26/10/2020,22,2/8/2022,16:57:00
16946,249,Metacraft,MCT,2.08,4.86,-4.31,1.46,-23.05,314.22,109612685,0,3417701814,6.47,4515315,2170825,0.041,52661120,1641963300,0,4,[],BNB,6/1/2022,7,2/8/2022,16:57:00
3951,250,Pirate Chain,ARRR,0.547751499,1,-1.95,7.54,32.96,-57.76,105951361,0,109550300,-3.73,108205,197544,0.001,193429615,192088450,200000000,15,"['mineable', 'hybrid-dpow-pow', 'medium-of-exchange', 'privacy', 'zero-knowledge-proofs']",,22/5/2019,39,2/8/2022,16:57:00
3753,251,PlatonCoin,PLTC,0.912503718,0.01,0,0.02,-8.67,0.38,104116119,0,273751116,-44.13,383478,420248,0.004,114099391,300000000,300000000,3,[],Ethereum,20/2/2019,42,2/8/2022,16:57:00
7958,252,Venus USDC,vUSDC,0.021578823,-0.01,0,0.03,0.09,0.42,102952891,0,102952891,0,0,0,0,4771015133,4771015133,0,1,['bnb-chain'],BNB,12/12/2020,20,2/8/2022,16:57:00
3089,253,AVINOC,AVINOC,0.263990495,-0.11,0.63,-0.32,0.17,-20.46,102756841,0,0,15.78,1571728,5953730,0.015,389244472,1000000000,0,9,[],Ethereum,6/8/2018,48,2/8/2022,16:57:00
1343,255,Stratis,STRAX,0.724486917,1.9,-4.13,7.2,-13.5,-20.75,101094256,0.009,99535350,-47.46,14568234,20108347,0.144,139539105,137387367,0,28,"['hybrid-pow-pos', 'poa', 'platform', 'enterprise-solutions', 'masternodes', 'smart-contracts', 'staking', 'dao', 'sidechain']",,12/8/2016,72,2/8/2022,16:57:00
1230,256,Steem,STEEM,0.25195354,1.1,-3.95,9.47,19.06,-32.03,99509479,0.009,103097116,-67.87,12913286,51252648,0.13,394951699,409190981,0,35,"['media', 'content-creation', 'web3']",,18/4/2016,76,2/8/2022,16:57:00
4747,257,Velas,VLX,0.042524947,1.55,1.44,8.52,0.68,-75.48,99216507,0.009,99216507,0.47,1717387,40385400,0.017,2333136543,2333136543,0,62,[],,3/10/2019,34,2/8/2022,16:57:00
5444,259,Cartesi,CTSI,0.164185238,2.12,-4.78,13.62,12.1,-40.93,99154252,0.009,164185238,-4.4,14725804,89690183,0.149,603916970,1000000000,1000000000,76,"['pos', 'platform', 'cosmos-ecosystem', 'scaling', 'smart-contracts', 'staking', 'dapp', 'ethereum-ecosystem', 'binance-smart-chain', 'layer-2', 'rollups', 'sidechain', 'binance-launchpad', 'binance-labs-portfolio', 'injective-ecosystem', 'bnb-chain']",Ethereum,23/4/2020,28,2/8/2022,16:57:00
1817,258,Voyager Token,VGX,0.356280385,1.88,-3.35,-8.47,40.82,-69.96,99217751,0.009,99540454,-34.13,6924019,19434185,0.07,278482214,278482214,279387971,23,"['asset-management', 'wallet', 'algorand-ecosystem']",Ethereum,18/7/2017,61,2/8/2022,16:57:00
5625,260,LUKSO,LYXe,6.49,2.87,-2.58,14.02,58.67,-41.79,98750807,0,649423609,-31.19,874804,134793,0.009,15205916,100000000,100000000,26,"['collectibles-nfts', 'metaverse']",Ethereum,25/5/2020,27,2/8/2022,16:57:00
10688,262,Yield Guild Games,YGG,0.845902081,2.68,3.16,14.24,33.45,-38.09,98404770,0.009,845902081,-15.99,19107204,22587962,0.194,116331159,1000000000,1000000000,96,"['collectibles-nfts', 'gaming', 'entertainment', 'dao', 'metaverse', 'a16z-portfolio', 'play-to-earn', 'animoca-brands-portfolio', 'gaming-guild', 'okex-blockdream-ventures-portfolio']",Ethereum,28/6/2021,14,2/8/2022,16:57:00
14803,261,Aurora,AURORA,1.65,1.38,-1.9,10.57,27.01,-78.39,98626868,0,1652318200,10.64,710298,430484,0.007,59689997,1000000000,1000000000,31,"['okex-blockdream-ventures-portfolio', 'injective-ecosystem']",Ethereum,19/11/2021,9,2/8/2022,16:57:00
5113,254,inSure DeFi,SURE,0.003779188,2.32,-1.21,18.8,35.96,-37.88,101244696,0,332568579,-28.87,1170300,309669663,0.012,26790063175,88000000000,88000000000,18,"['collectibles-nfts', 'defi', 'dao', 'insurance', 'avalanche-ecosystem', 'metaverse', 'bnb-chain']",Ethereum,7/1/2020,31,2/8/2022,16:57:00
2394,263,Telcoin,TEL,0.001585036,1.82,-0.13,7.45,10.69,-61.61,97842225,0.009,158503620,-14.56,1410123,889647189,0.014,61728700558,1E+11,1E+11,67,"['medium-of-exchange', 'polygon-ecosystem']",Ethereum,14/1/2018,55,2/8/2022,16:57:00
1883,264,Adshares,ADS,3.27,1.15,-1.26,42.25,79.35,-24.6,97229221,0.009,126924923,-22.97,1778026,543739,0.018,29690230,38758206,38758206,17,"['marketing', 'gaming', 'metaverse', 'bnb-chain']",,12/8/2017,60,2/8/2022,16:57:00
19076,265,Wrapped Velas,WVLX,0.042328114,1.56,1.56,9.72,0.97,-75.83,96473207,0,96473207,73.93,24857,587246,0,2279175680,2279175680,0,17,[],,3/10/2019,34,2/8/2022,16:57:00
4807,266,Shentu,CTK,1.18,1.82,12.64,45.27,49.09,11.28,96035111,0.009,125017442,35.44,26545866,22496497,0.276,81146236,105635269,0,36,"['cybersecurity', 'cosmos-ecosystem', 'enterprise-solutions', 'interoperability', 'scaling', 'smart-contracts', 'binance-launchpool', 'binance-labs-portfolio', 'arrington-xrp-capital-portfolio', 'kenetic-capital-portfolio', 'bnb-chain']",,19/10/2019,34,2/8/2022,16:57:00
2135,267,Revain,REV,0.001127659,0.05,-1.67,6.87,-14.24,-58.69,95920376,0.009,95920376,-2.36,599188,531355526,0.006,85061485690,85061485690,0,18,"['platform', 'reputation', 'smart-contracts']",Ethereum,1/11/2017,57,2/8/2022,16:57:00
1104,268,Augur,REP,8.67,1.83,-3.53,12.83,9.35,-27.07,95404433,0.009,95404433,57.31,30825149,3555381,0.323,11000000,11000000,0,90,"['platform', 'defi', 'oracles', 'prediction-markets', 'reputation', 'storage', '1confirmation-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'polygon-ecosystem']",Ethereum,27/10/2015,82,2/8/2022,16:57:00
14556,269,Boba Network,BOBA,0.554674852,1.65,1.48,34.59,66.06,-36.7,95195645,0.009,277337426,-6.68,8743638,15763538,0.092,171624232,500000000,500000000,39,"['scaling', 'layer-2', 'rollups']",,16/11/2021,9,2/8/2022,16:57:00
10746,272,Biswap,BSW,0.347131142,0.66,0.51,11.54,12.61,-69.78,94967956,0,242991799,-34.39,12698594,36581547,0.134,273579477,313479769,700000000,72,"['collectibles-nfts', 'decentralized-exchange', 'defi', 'gaming', 'staking', 'yield-farming', 'amm', 'dex', 'metaverse', 'play-to-earn', 'bnb-chain']",BNB,2/7/2021,13,2/8/2022,16:57:00
16604,270,1eco,1ECO,3.6,-1.79,-3.91,-11.05,-11.63,-41.59,95085335,0,1798066090,-6.87,57915,16088,0.001,26441001,500000000,500000000,2,[],Ethereum,29/12/2021,8,2/8/2022,16:57:00
7281,271,Persistence,XPRT,0.820540743,0.47,0.12,1.68,-7.13,-65.05,95126855,0.009,119086644,-12.66,585747,713855,0.006,115931909,145131909,0,18,"['dpos', 'cosmos-ecosystem', 'derivatives', 'arrington-xrp-capital-portfolio', 'exnetwork-capital-portfolio', 'vbc-ventures-portfolio', 'spartan-group', 'okex-blockdream-ventures-portfolio', 'injective-ecosystem']",Cosmos,3/10/2020,22,2/8/2022,16:57:00
5841,273,NEST Protocol,NEST,0.032439363,-0.11,-2.54,-8.81,0.95,18.54,94455119,0,324393630,-2.5,2653549,81800281,0.028,2911743948,9978035000,10000000000,41,"['defi', 'oracles']",Ethereum,14/7/2020,25,2/8/2022,16:57:00
2299,274,aelf,ELF,0.172981139,1.24,-2.7,12.44,3.21,-34.11,94184805,0.009,172981139,-34.36,23093653,133503879,0.245,544480200,880000000,1000000000,77,"['marketplace', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'huobi-capital-portfolio', 'bnb-chain']",Ethereum,21/12/2017,56,2/8/2022,16:57:00
4189,275,Ultra,UOS,0.308348727,1.21,-1.24,-2.73,22.95,-57.72,93717825,0.009,308348727,-10.16,1081941,3508823,0.012,303934528,1000000000,0,34,"['platform', 'collectibles-nfts', 'gaming', 'payments', 'metaverse']",Ethereum,30/7/2019,37,2/8/2022,16:57:00
7226,276,Injective,INJ,1.44,1.81,0.01,16.64,15.7,-65.73,93583625,0.009,143962506,-37.86,9560511,6639244,0.102,65005554,100000000,100000000,86,"['cosmos-ecosystem', 'decentralized-exchange', 'defi', 'derivatives', 'smart-contracts', 'staking', 'heco-ecosystem', 'binance-launchpad', 'binance-labs-portfolio', 'solana-ecosystem', 'cms-holdings-portfolio', 'pantera-capital-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'injective-ecosystem', 'bnb-chain']",Ethereum,29/9/2020,23,2/8/2022,16:57:00
3012,277,VeThor Token,VTHO,0.002048858,0.52,4.68,11.31,46.72,-34.13,93489774,0.009,93489774,-0.78,6133824,2993776583,0.066,45630180356,45630180356,0,46,[],VeChain,30/7/2018,49,2/8/2022,16:57:00
1788,278,Metal,MTL,1.4,1.31,-0.88,13.59,13.87,-26.89,93099404,0.009,93099404,-4.68,29330142,20950101,0.315,66588888,66588888,66588888,58,"['medium-of-exchange', 'payments']",Ethereum,9/7/2017,61,2/8/2022,16:57:00
7817,279,Bifrost,BFC,0.086753687,0.77,4,30.44,58.21,-31.12,92862309,0,205483402,33.2,1997277,23022387,0.022,1070413399,2368584074,2368584074,14,"['platform', 'interoperability', 'avalanche-ecosystem', 'exnetwork-capital-portfolio', 'vbc-ventures-portfolio']",Ethereum,30/11/2020,21,2/8/2022,16:57:00
7878,280,MobileCoin,MOB,1.25,2.22,-3.06,17.36,16.57,-63.08,92637753,0,312044750,-73.85,2376592,1901274,0.026,74218324,250000000,0,20,"['privacy', 'payments', 'arrington-xrp-capital-portfolio']",,7/12/2020,20,2/8/2022,16:57:00
5777,281,renBTC,RENBTC,23385.98,1.69,0.88,11.45,22.25,-40.4,91434861,0.008,320341156,21.7,13159959,563,0.144,3910,3910,13698,47,"['defi', 'wrapped-tokens', 'fantom-ecosystem', 'bnb-chain']",Ethereum,28/6/2020,26,2/8/2022,16:57:00
1757,282,FUNToken,FUN,0.008315904,0.89,-0.57,5.68,12.54,-20.3,91165666,0.008,91473896,0.12,5902722,709811199,0.065,10962808529,10977277070,10999873621,37,"['gambling', 'marketplace', 'payments', 'pantera-capital-portfolio']",Ethereum,27/6/2017,62,2/8/2022,16:57:00
7486,284,Rari Governance Token,RGT,7.25,-6.19,19.24,56.47,76.91,-31.2,90366206,0.008,90460951,376.85,9885033,1363453,0.109,12471972,12485048,0,37,"['defi', 'dao', 'yield-farming', 'yield-aggregator', 'governance', 'ledgerprime-portfolio']",Ethereum,22/10/2020,22,2/8/2022,16:57:00
10903,283,Coin98,C98,0.491337425,1.89,-0.95,16.26,5.28,-57.94,90897424,0.008,491337425,-19.26,16552118,33687884,0.182,185000000,1000000000,1000000000,83,"['wallet', 'binance-launchpad', 'solana-ecosystem', 'celo-ecosystem', 'spartan-group', 'injective-ecosystem', 'bnb-chain']",Ethereum,15/7/2021,13,2/8/2022,16:57:00
9421,285,Ampleforth Governance Token,FORTH,5.79,2.38,8.13,71.39,66.88,33.89,88525220,0,86801362,19.74,30251487,5224782,0.342,15297897,15297897,15000000,63,"['dao', 'governance', 'near-protocol-ecosystem']",Ethereum,21/4/2021,16,2/8/2022,16:57:00
3748,286,Hxro,HXRO,0.206041205,0.43,-4.15,-0.22,-12.22,-34.76,87262801,0,206041205,311.97,549275,2665850,0.006,423521116,1000000000,0,15,"['three-arrows-capital-portfolio', 'solana-ecosystem', 'cms-holdings-portfolio', 'coinfund-portfolio', 'ledgerprime-portfolio', 'alameda-research-portfolio']",Ethereum,15/2/2019,42,2/8/2022,16:57:00
2297,287,StormX,STMX,0.008730759,1.21,-2.14,23.7,24.1,-38.68,87307592,0.008,87307592,-81.45,9508239,1089050652,0.109,10000000000,10000000000,10000000000,42,"['media', 'loyalty']",Ethereum,20/12/2017,56,2/8/2022,16:57:00
12999,288,ssv.network,SSV,8.7,10.69,13.41,46.59,113.19,-25.34,87034845,0,95850352,37.78,2321948,266891,0.027,10000000,11012871,0,15,[],Ethereum,22/10/2021,10,2/8/2022,16:57:00
5892,289,Anyswap,ANY,4.62,2.53,0.05,18.91,15.41,-50.8,86027567,0,461538115,0.66,729649,157933,0.008,18639320,100000000,100000000,70,"['decentralized-exchange', 'defi', 'amm', 'avalanche-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'bnb-chain']",Ethereum,17/8/2020,24,2/8/2022,16:57:00
8766,291,MyNeighborAlice,ALICE,2.8,2.93,-3.58,32.27,28.21,-44.73,85753520,0.008,280240261,-3.08,94017921,33577829,1.096,30600000,100000000,100000000,123,"['collectibles-nfts', 'gaming', 'entertainment', 'metaverse', 'dao-maker', 'exnetwork-capital-portfolio', 'chromia-ecosystem', 'play-to-earn']",Ethereum,10/3/2021,17,2/8/2022,16:57:00
5429,290,DEAPcoin,DEP,0.012343738,0.79,1.82,14.58,-10.47,-23.79,85941542,0,370312146,-27.8,3091798,250475014,0.036,6962359451,30000000000,30000000000,40,"['collectibles-nfts', 'gaming', 'metaverse', 'play-to-earn', 'bnb-chain']",Ethereum,10/4/2020,28,2/8/2022,16:57:00
6748,292,Centrifuge,CFG,0.282671448,1.18,-3.5,6.03,9.22,-15.12,85442022,0,121551867,8.15,184372,652248,0.002,302266191,430011123,0,14,"['ethereum-ecosystem', 'substrate', 'polkadot', 'polkadot-ecosystem']",,28/8/2020,24,2/8/2022,16:57:00
8335,293,Mdex,MDX,0.093486776,0.99,-3.57,12.3,10.77,-46.65,85061959,0.008,99095983,-74.98,3433300,36724980,0.04,909882259,1060000000,0,91,"['decentralized-exchange', 'defi', 'yield-farming', 'amm', 'heco-ecosystem', 'bnb-chain']",Huobi Token,27/1/2021,19,2/8/2022,16:57:00
5117,295,Origin Protocol,OGN,0.215580368,1.53,-0.09,13.45,-22.9,-51.92,83768222,0.008,215580368,-1.77,30592053,141905561,0.365,388570733,1000000000,1000000000,106,"['collectibles-nfts', 'defi', 'kenetic-capital-portfolio', 'pantera-capital-portfolio']",Ethereum,9/1/2020,31,2/8/2022,16:57:00
2467,294,OriginTrail,TRAC,0.229091556,0.65,-3.29,11.56,28.43,-45.36,83690184,0.008,114545778,-28.15,409574,1787818,0.005,365313265,500000000,500000000,29,"['logistics', 'enterprise-solutions', 'smart-contracts', 'polkadot-ecosystem']",Ethereum,25/1/2018,55,2/8/2022,16:57:00
5198,296,Creditcoin,CTC,0.40156888,0.47,-4.17,7.6,4.12,-49.45,83226869,0,803137760,-36.06,3390418,8442930,0.041,207254279,599999997,2000000000,14,[],,31/1/2020,31,2/8/2022,16:57:00
1637,297,iExec RLC,RLC,1.02,1.39,-0.74,24.58,-5.03,-33.4,82996309,0.008,89144200,-36.23,7926519,7771097,0.096,80999785,86999785,86999785,68,"['marketplace', 'ai-big-data', 'distributed-computing', 'defi', 'privacy', 'oracles', 'scaling', 'substrate', 'polkadot', 'web3']",Ethereum,20/4/2017,64,2/8/2022,16:57:00
6951,298,Reef,REEF,0.004176271,2.15,-1.97,15.75,25.63,-43.26,82815824,0.008,81478440,-29.42,10519574,2518891554,0.127,19830088063,19509853969,0,100,"['hybrid-pow-npos', 'media', 'enterprise-solutions', 'gaming', 'entertainment', 'payments', 'wallet', 'binance-launchpool', 'metaverse', 'web3', 'reef-chain']",,8/9/2020,23,2/8/2022,16:57:00
5026,299,Orchid,OXT,0.118943573,1.37,-2.94,13.44,16.62,-41.87,82153146,0.008,118943573,-42.51,9222735,77538742,0.112,690690084,1000000000,0,75,"['polychain-capital-portfolio', 'blockchain-capital-portfolio', 'fabric-ventures-portfolio', 'kenetic-capital-portfolio', 'a16z-portfolio', 'web3']",Ethereum,16/12/2019,32,2/8/2022,16:57:00
7288,300,Venus,XVS,6.7,2.23,3.58,38.63,48.82,-16.55,81491706,0.007,200611842,-18.34,8082468,1206339,0.099,12170524,29745110,29960733,85,"['defi', 'yield-farming', 'binance-launchpool', 'lending-borowing', 'bnb-chain']",BNB,5/10/2020,22,2/8/2022,16:57:00
5326,301,Orbit Chain,ORC,0.131929103,2.01,-1.43,17.1,59.26,-44.39,81095502,0,131929103,-25.61,622638,4719489,0.008,614690014,962424585,1000000000,17,[],Ethereum,16/3/2020,29,2/8/2022,16:57:00
7585,302,Freeway Token,FWT,0.008031224,1.33,2.4,2.76,1.66,-51.33,80312238,0,80312238,-12.81,146636,18258239,0.002,10000000000,10000000000,10000000000,7,"['trustswap-launchpad', 'bnb-chain']",Ethereum,3/11/2020,21,2/8/2022,16:57:00
6843,303,Radicle,RAD,2.48,3.02,2.75,5.27,58.77,-36.02,80054235,0.007,247567345,-12.88,11951402,4819114,0.149,32336224,99998580,99999620,59,"['dao', 'coinbase-ventures-portfolio', 'fabric-ventures-portfolio', 'placeholder-ventures-portfolio', 'web3']",,1/9/2020,23,2/8/2022,16:57:00
1680,304,Aragon,ANT,2,2.69,-1.92,27.97,32.51,-40.79,79325995,0.007,79325997,-41.99,19910502,9955251,0.251,39609523,39609524,0,106,"['platform', 'cosmos-ecosystem', 'enterprise-solutions', 'dao', 'ethereum-ecosystem', 'governance', 'boostvc-portfolio', 'placeholder-ventures-portfolio', 'web3']",Ethereum,18/5/2017,63,2/8/2022,16:57:00
4006,305,STP,STPT,0.04795004,1.84,-3.14,14.81,18.84,-37.67,79053806,0.007,93139131,-80.74,17261882,359997237,0.218,1648670278,1942420283,1942420283,41,"['defi', 'payments']",Ethereum,12/6/2019,38,2/8/2022,16:57:00
9119,306,Alien Worlds,TLM,0.029667642,1.4,-0.4,19.22,22.88,-61.04,77476682,0,296676424,-19.5,27978283,943057174,0.361,2611487653,5617135616,10000000000,90,"['collectibles-nfts', 'gaming', 'entertainment', 'dao', 'metaverse', 'play-to-earn', 'animoca-brands-portfolio', 'bnb-chain']",Ethereum,6/4/2021,16,2/8/2022,16:57:00
5279,307,Sologenic,SOLO,0.193229425,0.14,-0.98,1.21,-15.15,-55.76,77281664,0,77291770,-33.86,426581,2207640,0.006,399947699,399947699,400000000,27,[],BNB,6/3/2020,29,2/8/2022,16:57:00
6950,308,Perpetual Protocol,PERP,0.855809283,2.08,-0.56,22.03,26.52,-70.54,75974469,0.007,128371392,-39,7588698,8867277,0.1,88775000,150000000,0,83,"['decentralized-exchange', 'defi', 'derivatives', 'scaling', 'amm', 'three-arrows-capital-portfolio', 'cms-holdings-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio']",Ethereum,8/9/2020,23,2/8/2022,16:57:00
8719,309,Illuvium,ILV,115.99,1.88,-0.65,15.6,5.7,-75.97,75495459,0.007,1159931927,-11.04,15948126,137496,0.211,650861,7000000,10000000,72,"['collectibles-nfts', 'gaming', 'dao', 'metaverse', 'play-to-earn']",Ethereum,8/3/2021,17,2/8/2022,16:57:00
5957,310,DFI.Money,YFII,1950.19,1.54,5.13,26.79,99.96,38.62,75269633,0.007,76788833,-28.03,122657662,62895,1.63,38596,39375,39375,102,"['defi', 'dao', 'yield-farming', 'binance-chain', 'yield-aggregator', 'governance', 'bnb-chain']",Ethereum,29/7/2020,25,2/8/2022,16:57:00
2780,312,NKN,NKN,0.107276987,2.08,-2.06,17.25,25.37,-35.84,75093891,0.007,107276987,-24.66,3228218,30092363,0.043,700000000,700000000,1000000000,53,"['mineable', 'platform', 'enterprise-solutions', 'distributed-computing', 'iot', 'web3']",,28/5/2018,51,2/8/2022,16:57:00
8972,311,Seedify.fund,SFUND,2.29,4.07,-1.7,47.99,105.06,-20.96,75133097,0,228995473,-5.96,3004136,1311850,0.04,32809861,100000000,100000000,29,"['gaming', 'launchpad', 'polygon-ecosystem', 'play-to-earn', 'bnb-chain']",BNB,29/3/2021,17,2/8/2022,16:57:00
2840,313,QuarkChain,QKC,0.011605719,1.41,-1,19.41,16.11,-31.99,74275516,0.007,116057189,-55.07,5533517,476792265,0.074,6399906497,10000000000,10000000000,29,"['marketplace', 'payments']",Ethereum,4/6/2018,50,2/8/2022,16:57:00
7150,314,Flamingo,FLM,0.237272354,0.79,-7.01,56.99,123.81,31.51,74096374,0.007,74096374,-28.01,37307924,157236709,0.504,312284062,312284062,0,29,"['defi', 'dao', 'yield-farming', 'binance-chain', 'binance-launchpool']",Neo,29/9/2020,23,2/8/2022,16:57:00
6958,315,Alchemy Pay,ACH,0.015080413,1.66,-2.08,9.69,24.34,-34.9,73519706,0.007,150804129,0.52,21365634,1416780438,0.291,4875178615,10000000000,10000000000,75,[],Ethereum,9/9/2020,23,2/8/2022,16:57:00
